,hour,start station name,start station latitude,start station longitude,start station id
108,2,City Hall,40.7177325,-74.04384499999998,5
109,2,Columbus Dr at Exchange Pl,40.71687,-74.03281,38
110,2,Columbus Drive,40.71835519823214,-74.03891444206238,5
111,2,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,9
112,2,Dey St,40.737711,-74.066921,1
113,2,Dixon Mills,40.72163014263835,-74.04996782541275,3
114,2,Essex Light Rail,40.71277420000001,-74.03648570000001,4
115,2,Fairmount Ave,40.72572613742557,-74.07195925712584,1
116,2,Glenwood Ave,40.72755146730012,-74.07106071710588,3
117,2,Grand St,40.71517767732029,-74.03768330812454,2
118,2,Grove St PATH,40.71958611647166,-74.0431174635887,25
119,2,Hamilton Park,40.727595965999996,-74.044247311,10
120,2,Harborside,40.71925170000001,-74.034234,8
121,2,Heights Elevator,40.748715945380226,-74.04044330120088,3
122,2,Hilltop,40.7311689,-74.0575736,9
123,2,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,6
124,2,JC Medical Center,40.71653978099194,-74.0496379137039,4
125,2,Jackson Square,40.71113,-74.0789,3
126,2,Jersey & 3rd,40.723331586464354,-74.04595255851744,1
127,2,Jersey & 6th St,40.72528910781132,-74.04557168483734,4
128,2,Journal Square,40.73367,-74.0625,4
129,2,Lafayette Park,40.71346382669195,-74.06285852193831,4
130,2,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3
131,2,Liberty Light Rail,40.7112423,-74.0557013,5
132,2,Lincoln Park,40.7246050998869,-74.07840594649316,6
133,2,Manila & 1st,40.72165072487999,-74.04288411140442,15
134,2,Marin Light Rail,40.71458403535893,-74.04281705617905,8
135,2,McGinley Square,40.7253399253558,-74.06762212514876,12
136,2,Monmouth and 6th,40.72568548362901,-74.0487903356552,5
137,2,Morris Canal,40.7124188237569,-74.03852552175522,9
138,2,Newark Ave,40.72152515,-74.046304543,12
139,2,Newport PATH,40.7272235,-74.03375890000002,7
140,2,Newport Pkwy,40.7287448,-74.03210820000002,19
141,2,Oakland Ave,40.7376037,-74.05247829999998,1
142,2,Paulus Hook,40.7141454,-74.0335519,26
143,2,Pershing Field,40.742677141,-74.051788633,1
144,2,Sip Ave,40.73089709786179,-74.06391263008119,25
145,2,Union St,40.71821129999999,-74.08363940000002,15
146,2,Van Vorst Park,40.71848892,-74.047726625,7
147,2,Warren St,40.72112360000001,-74.03805095,7
148,2,Washington St,40.7242941,-74.0354826,5
149,2,York St,40.71649,-74.04105,8
150,3,5 Corners Library,40.73496102000952,-74.05950307846071,4
151,3,Astor Place,40.71928220070703,-74.07126188278198,9
152,3,Baldwin at Montgomery,40.7236589,-74.0641943,2
153,3,Bergen Ave,40.72210378668603,-74.07145500183104,8
154,3,Brunswick & 6th,40.726011729646245,-74.0503889322281,5
155,3,Brunswick St,40.7241765,-74.05065640000002,2
156,3,Christ Hospital,40.734785818,-74.050443636,2
157,3,City Hall,40.7177325,-74.04384499999998,4
158,3,Columbus Dr at Exchange Pl,40.71687,-74.03281,24
159,3,Columbus Drive,40.71835519823214,-74.03891444206238,1
160,3,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3
161,3,Dixon Mills,40.72163014263835,-74.04996782541275,5
162,3,Essex Light Rail,40.71277420000001,-74.03648570000001,4
163,3,Fairmount Ave,40.72572613742557,-74.07195925712584,4
164,3,Glenwood Ave,40.72755146730012,-74.07106071710588,1
165,3,Grove St PATH,40.71958611647166,-74.0431174635887,16
166,3,Hamilton Park,40.727595965999996,-74.044247311,6
167,3,Harborside,40.71925170000001,-74.034234,3
168,3,Heights Elevator,40.748715945380226,-74.04044330120088,1
169,3,Hilltop,40.7311689,-74.0575736,4
170,3,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,7
171,3,JC Medical Center,40.71653978099194,-74.0496379137039,1
172,3,Jackson Square,40.71113,-74.0789,3
173,3,Jersey & 3rd,40.723331586464354,-74.04595255851744,1
174,3,Jersey & 6th St,40.72528910781132,-74.04557168483734,4
175,3,Journal Square,40.73367,-74.0625,3
176,3,Lafayette Park,40.71346382669195,-74.06285852193831,3
177,3,Leonard Gordon Park,40.74590996631558,-74.05727148056029,1
178,3,Liberty Light Rail,40.7112423,-74.0557013,2
179,3,Lincoln Park,40.7246050998869,-74.07840594649316,3
180,3,Manila & 1st,40.72165072487999,-74.04288411140442,4
181,3,McGinley Square,40.7253399253558,-74.06762212514876,12
182,3,Monmouth and 6th,40.72568548362901,-74.0487903356552,2
183,3,Newark Ave,40.72152515,-74.046304543,6
184,3,Newport PATH,40.7272235,-74.03375890000002,9
185,3,Newport Pkwy,40.7287448,-74.03210820000002,18
186,3,Paulus Hook,40.7141454,-74.0335519,24
187,3,Pershing Field,40.742677141,-74.051788633,3
188,3,Riverview Park,40.7443187,-74.04399090000003,1
189,3,Sip Ave,40.73089709786179,-74.06391263008119,16
190,3,Union St,40.71821129999999,-74.08363940000002,12
191,3,Van Vorst Park,40.71848892,-74.047726625,3
192,3,Warren St,40.72112360000001,-74.03805095,4
193,3,Washington St,40.7242941,-74.0354826,2
194,3,York St,40.71649,-74.04105,5
195,4,Astor Place,40.71928220070703,-74.07126188278198,15
196,4,Baldwin at Montgomery,40.7236589,-74.0641943,2
197,4,Bergen Ave,40.72210378668603,-74.07145500183104,1
198,4,Brunswick & 6th,40.726011729646245,-74.0503889322281,17
199,4,Christ Hospital,40.734785818,-74.050443636,12
200,4,City Hall,40.7177325,-74.04384499999998,4
201,4,Columbus Dr at Exchange Pl,40.71687,-74.03281,10
202,4,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2
203,4,Dey St,40.737711,-74.066921,2
204,4,Dixon Mills,40.72163014263835,-74.04996782541275,2
205,4,Fairmount Ave,40.72572613742557,-74.07195925712584,20
206,4,Glenwood Ave,40.72755146730012,-74.07106071710588,29
207,4,Grand St,40.71517767732029,-74.03768330812454,1
208,4,Grove St PATH,40.71958611647166,-74.0431174635887,10
209,4,Hamilton Park,40.727595965999996,-74.044247311,29
210,4,Harborside,40.71925170000001,-74.034234,10
211,4,Heights Elevator,40.748715945380226,-74.04044330120088,2
212,4,Hilltop,40.7311689,-74.0575736,13
213,4,Jackson Square,40.71113,-74.0789,19
214,4,Jersey & 3rd,40.723331586464354,-74.04595255851744,2
215,4,Jersey & 6th St,40.72528910781132,-74.04557168483734,1
216,4,Journal Square,40.73367,-74.0625,2
217,4,Lafayette Park,40.71346382669195,-74.06285852193831,17
218,4,Leonard Gordon Park,40.74590996631558,-74.05727148056029,6
219,4,Liberty Light Rail,40.7112423,-74.0557013,4
220,4,Lincoln Park,40.7246050998869,-74.07840594649316,6
221,4,Manila & 1st,40.72165072487999,-74.04288411140442,3
222,4,Marin Light Rail,40.71458403535893,-74.04281705617905,6
223,4,McGinley Square,40.7253399253558,-74.06762212514876,10
224,4,Monmouth and 6th,40.72568548362901,-74.0487903356552,28
225,4,Montgomery St,40.71942,-74.05099,5
226,4,Newark Ave,40.72152515,-74.046304543,4
227,4,Newport PATH,40.7272235,-74.03375890000002,6
228,4,Newport Pkwy,40.7287448,-74.03210820000002,9
229,4,Oakland Ave,40.7376037,-74.05247829999998,25
230,4,Paulus Hook,40.7141454,-74.0335519,5
231,4,Riverview Park,40.7443187,-74.04399090000003,1
232,4,Sip Ave,40.73089709786179,-74.06391263008119,22
233,4,Union St,40.71821129999999,-74.08363940000002,3
234,4,Van Vorst Park,40.71848892,-74.047726625,4
235,4,Warren St,40.72112360000001,-74.03805095,4
236,4,Washington St,40.7242941,-74.0354826,1
237,5,5 Corners Library,40.73496102000952,-74.05950307846071,1
238,5,Astor Place,40.71928220070703,-74.07126188278198,13
239,5,Baldwin at Montgomery,40.7236589,-74.0641943,45
240,5,Bergen Ave,40.72210378668603,-74.07145500183104,35
241,5,Brunswick & 6th,40.726011729646245,-74.0503889322281,18
242,5,Brunswick St,40.7241765,-74.05065640000002,25
243,5,Christ Hospital,40.734785818,-74.050443636,2
244,5,City Hall,40.7177325,-74.04384499999998,5
245,5,Columbus Dr at Exchange Pl,40.71687,-74.03281,11
246,5,Columbus Drive,40.71835519823214,-74.03891444206238,12
247,5,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,14
248,5,Dixon Mills,40.72163014263835,-74.04996782541275,48
249,5,Essex Light Rail,40.71277420000001,-74.03648570000001,12
250,5,Fairmount Ave,40.72572613742557,-74.07195925712584,97
251,5,Glenwood Ave,40.72755146730012,-74.07106071710588,26
252,5,Grand St,40.71517767732029,-74.03768330812454,5
253,5,Grove St PATH,40.71958611647166,-74.0431174635887,28
254,5,Hamilton Park,40.727595965999996,-74.044247311,72
255,5,Harborside,40.71925170000001,-74.034234,24
256,5,Heights Elevator,40.748715945380226,-74.04044330120088,3
257,5,Hilltop,40.7311689,-74.0575736,12
258,5,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,8
259,5,JC Medical Center,40.71653978099194,-74.0496379137039,8
260,5,Jackson Square,40.71113,-74.0789,8
261,5,Jersey & 3rd,40.723331586464354,-74.04595255851744,3
262,5,Jersey & 6th St,40.72528910781132,-74.04557168483734,20
263,5,Journal Square,40.73367,-74.0625,1
264,5,Lafayette Park,40.71346382669195,-74.06285852193831,1
265,5,Leonard Gordon Park,40.74590996631558,-74.05727148056029,5
266,5,Liberty Light Rail,40.7112423,-74.0557013,7
267,5,Lincoln Park,40.7246050998869,-74.07840594649316,26
268,5,Manila & 1st,40.72165072487999,-74.04288411140442,14
269,5,Marin Light Rail,40.71458403535893,-74.04281705617905,31
270,5,McGinley Square,40.7253399253558,-74.06762212514876,49
271,5,Monmouth and 6th,40.72568548362901,-74.0487903356552,40
272,5,Montgomery St,40.71942,-74.05099,12
273,5,Morris Canal,40.7124188237569,-74.03852552175522,37
274,5,Newark Ave,40.72152515,-74.046304543,10
275,5,Newport PATH,40.7272235,-74.03375890000002,10
276,5,Newport Pkwy,40.7287448,-74.03210820000002,56
277,5,Oakland Ave,40.7376037,-74.05247829999998,37
278,5,Paulus Hook,40.7141454,-74.0335519,6
279,5,Pershing Field,40.742677141,-74.051788633,21
280,5,Riverview Park,40.7443187,-74.04399090000003,1
281,5,Sip Ave,40.73089709786179,-74.06391263008119,45
282,5,Union St,40.71821129999999,-74.08363940000002,5
283,5,Van Vorst Park,40.71848892,-74.047726625,17
284,5,Warren St,40.72112360000001,-74.03805095,9
285,5,Washington St,40.7242941,-74.0354826,18
286,5,York St,40.71649,-74.04105,1
287,6,5 Corners Library,40.73496102000952,-74.05950307846071,5
288,6,Astor Place,40.71928220070703,-74.07126188278198,49
289,6,Baldwin at Montgomery,40.7236589,-74.0641943,111
290,6,Bergen Ave,40.72210378668603,-74.07145500183104,59
291,6,Brunswick & 6th,40.726011729646245,-74.0503889322281,65
292,6,Brunswick St,40.7241765,-74.05065640000002,43
293,6,Christ Hospital,40.734785818,-74.050443636,42
294,6,City Hall,40.7177325,-74.04384499999998,7
295,6,Columbus Dr at Exchange Pl,40.71687,-74.03281,29
296,6,Columbus Drive,40.71835519823214,-74.03891444206238,46
297,6,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,6
298,6,Dey St,40.737711,-74.066921,3
299,6,Dixon Mills,40.72163014263835,-74.04996782541275,97
300,6,Essex Light Rail,40.71277420000001,-74.03648570000001,78
301,6,Fairmount Ave,40.72572613742557,-74.07195925712584,124
302,6,Glenwood Ave,40.72755146730012,-74.07106071710588,43
303,6,Grand St,40.71517767732029,-74.03768330812454,26
304,6,Grove St PATH,40.71958611647166,-74.0431174635887,56
305,6,Hamilton Park,40.727595965999996,-74.044247311,260
306,6,Harborside,40.71925170000001,-74.034234,82
307,6,Heights Elevator,40.748715945380226,-74.04044330120088,33
308,6,Hilltop,40.7311689,-74.0575736,11
309,6,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,20
310,6,JC Medical Center,40.71653978099194,-74.0496379137039,120
311,6,Jackson Square,40.71113,-74.0789,48
312,6,Jersey & 3rd,40.723331586464354,-74.04595255851744,25
313,6,Jersey & 6th St,40.72528910781132,-74.04557168483734,46
314,6,Journal Square,40.73367,-74.0625,5
315,6,Lafayette Park,40.71346382669195,-74.06285852193831,39
316,6,Leonard Gordon Park,40.74590996631558,-74.05727148056029,39
317,6,Liberty Light Rail,40.7112423,-74.0557013,34
318,6,Lincoln Park,40.7246050998869,-74.07840594649316,28
319,6,Manila & 1st,40.72165072487999,-74.04288411140442,22
320,6,Marin Light Rail,40.71458403535893,-74.04281705617905,229
321,6,McGinley Square,40.7253399253558,-74.06762212514876,87
322,6,Monmouth and 6th,40.72568548362901,-74.0487903356552,70
323,6,Montgomery St,40.71942,-74.05099,23
324,6,Morris Canal,40.7124188237569,-74.03852552175522,269
325,6,Newark Ave,40.72152515,-74.046304543,117
326,6,Newport PATH,40.7272235,-74.03375890000002,19
327,6,Newport Pkwy,40.7287448,-74.03210820000002,150
328,6,Oakland Ave,40.7376037,-74.05247829999998,167
329,6,Paulus Hook,40.7141454,-74.0335519,28
330,6,Pershing Field,40.742677141,-74.051788633,57
331,6,Riverview Park,40.7443187,-74.04399090000003,39
332,6,Sip Ave,40.73089709786179,-74.06391263008119,75
333,6,Union St,40.71821129999999,-74.08363940000002,14
334,6,Van Vorst Park,40.71848892,-74.047726625,59
335,6,Warren St,40.72112360000001,-74.03805095,72
336,6,Washington St,40.7242941,-74.0354826,74
337,6,York St,40.71649,-74.04105,42
338,7,5 Corners Library,40.73496102000952,-74.05950307846071,16
339,7,Astor Place,40.71928220070703,-74.07126188278198,118
340,7,Baldwin at Montgomery,40.7236589,-74.0641943,76
341,7,Bergen Ave,40.72210378668603,-74.07145500183104,132
342,7,Brunswick & 6th,40.726011729646245,-74.0503889322281,222
343,7,Brunswick St,40.7241765,-74.05065640000002,148
344,7,Christ Hospital,40.734785818,-74.050443636,50
345,7,City Hall,40.7177325,-74.04384499999998,103
346,7,Columbus Dr at Exchange Pl,40.71687,-74.03281,98
347,7,Columbus Drive,40.71835519823214,-74.03891444206238,97
348,7,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,29
349,7,Dey St,40.737711,-74.066921,14
350,7,Dixon Mills,40.72163014263835,-74.04996782541275,211
351,7,Essex Light Rail,40.71277420000001,-74.03648570000001,101
352,7,Fairmount Ave,40.72572613742557,-74.07195925712584,102
353,7,Glenwood Ave,40.72755146730012,-74.07106071710588,58
354,7,Grand St,40.71517767732029,-74.03768330812454,67
355,7,Grove St PATH,40.71958611647166,-74.0431174635887,147
356,7,Hamilton Park,40.727595965999996,-74.044247311,528
357,7,Harborside,40.71925170000001,-74.034234,175
358,7,Heights Elevator,40.748715945380226,-74.04044330120088,21
359,7,Hilltop,40.7311689,-74.0575736,38
360,7,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,32
361,7,JC Medical Center,40.71653978099194,-74.0496379137039,282
362,7,Jackson Square,40.71113,-74.0789,21
363,7,Jersey & 3rd,40.723331586464354,-74.04595255851744,107
364,7,Jersey & 6th St,40.72528910781132,-74.04557168483734,165
365,7,Journal Square,40.73367,-74.0625,13
366,7,Lafayette Park,40.71346382669195,-74.06285852193831,110
367,7,Leonard Gordon Park,40.74590996631558,-74.05727148056029,29
368,7,Liberty Light Rail,40.7112423,-74.0557013,304
369,7,Lincoln Park,40.7246050998869,-74.07840594649316,74
370,7,Manila & 1st,40.72165072487999,-74.04288411140442,51
371,7,Marin Light Rail,40.71458403535893,-74.04281705617905,269
372,7,McGinley Square,40.7253399253558,-74.06762212514876,148
373,7,Monmouth and 6th,40.72568548362901,-74.0487903356552,215
374,7,Montgomery St,40.71942,-74.05099,44
375,7,Morris Canal,40.7124188237569,-74.03852552175522,280
376,7,Newark Ave,40.72152515,-74.046304543,64
377,7,Newport PATH,40.7272235,-74.03375890000002,69
378,7,Newport Pkwy,40.7287448,-74.03210820000002,287
379,7,Oakland Ave,40.7376037,-74.05247829999998,60
380,7,Paulus Hook,40.7141454,-74.0335519,57
381,7,Pershing Field,40.742677141,-74.051788633,85
382,7,Riverview Park,40.7443187,-74.04399090000003,26
383,7,Sip Ave,40.73089709786179,-74.06391263008119,221
384,7,Union St,40.71821129999999,-74.08363940000002,20
385,7,Van Vorst Park,40.71848892,-74.047726625,124
386,7,Warren St,40.72112360000001,-74.03805095,123
387,7,Washington St,40.7242941,-74.0354826,106
388,7,York St,40.71649,-74.04105,49
389,8,5 Corners Library,40.73496102000952,-74.05950307846071,16
390,8,Astor Place,40.71928220070703,-74.07126188278198,169
391,8,Baldwin at Montgomery,40.7236589,-74.0641943,150
392,8,Bergen Ave,40.72210378668603,-74.07145500183104,162
393,8,Brunswick & 6th,40.726011729646245,-74.0503889322281,350
394,8,Brunswick St,40.7241765,-74.05065640000002,338
395,8,Christ Hospital,40.734785818,-74.050443636,86
396,8,City Hall,40.7177325,-74.04384499999998,136
397,8,Columbus Dr at Exchange Pl,40.71687,-74.03281,121
398,8,Columbus Drive,40.71835519823214,-74.03891444206238,147
399,8,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,45
400,8,Dey St,40.737711,-74.066921,50
401,8,Dixon Mills,40.72163014263835,-74.04996782541275,144
402,8,Essex Light Rail,40.71277420000001,-74.03648570000001,110
403,8,Fairmount Ave,40.72572613742557,-74.07195925712584,88
404,8,Glenwood Ave,40.72755146730012,-74.07106071710588,27
405,8,Grand St,40.71517767732029,-74.03768330812454,92
406,8,Grove St PATH,40.71958611647166,-74.0431174635887,379
407,8,Hamilton Park,40.727595965999996,-74.044247311,554
408,8,Harborside,40.71925170000001,-74.034234,315
409,8,Heights Elevator,40.748715945380226,-74.04044330120088,55
410,8,Hilltop,40.7311689,-74.0575736,90
411,8,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,111
412,8,JC Medical Center,40.71653978099194,-74.0496379137039,259
413,8,Jackson Square,40.71113,-74.0789,13
414,8,Jersey & 3rd,40.723331586464354,-74.04595255851744,141
415,8,Jersey & 6th St,40.72528910781132,-74.04557168483734,339
416,8,Journal Square,40.73367,-74.0625,61
417,8,Lafayette Park,40.71346382669195,-74.06285852193831,104
418,8,Leonard Gordon Park,40.74590996631558,-74.05727148056029,40
419,8,Liberty Light Rail,40.7112423,-74.0557013,371
420,8,Lincoln Park,40.7246050998869,-74.07840594649316,157
421,8,Manila & 1st,40.72165072487999,-74.04288411140442,79
422,8,Marin Light Rail,40.71458403535893,-74.04281705617905,408
423,8,McGinley Square,40.7253399253558,-74.06762212514876,154
424,8,Monmouth and 6th,40.72568548362901,-74.0487903356552,291
425,8,Montgomery St,40.71942,-74.05099,41
426,8,Morris Canal,40.7124188237569,-74.03852552175522,244
427,8,Newark Ave,40.72152515,-74.046304543,169
428,8,Newport PATH,40.7272235,-74.03375890000002,111
429,8,Newport Pkwy,40.7287448,-74.03210820000002,328
430,8,Oakland Ave,40.7376037,-74.05247829999998,83
431,8,Paulus Hook,40.7141454,-74.0335519,106
432,8,Pershing Field,40.742677141,-74.051788633,91
433,8,Riverview Park,40.7443187,-74.04399090000003,49
434,8,Sip Ave,40.73089709786179,-74.06391263008119,227
435,8,Union St,40.71821129999999,-74.08363940000002,35
436,8,Van Vorst Park,40.71848892,-74.047726625,218
437,8,Warren St,40.72112360000001,-74.03805095,151
438,8,Washington St,40.7242941,-74.0354826,106
439,8,York St,40.71649,-74.04105,71
440,9,5 Corners Library,40.73496102000952,-74.05950307846071,42
441,9,Astor Place,40.71928220070703,-74.07126188278198,158
442,9,Baldwin at Montgomery,40.7236589,-74.0641943,96
443,9,Bergen Ave,40.72210378668603,-74.07145500183104,80
444,9,Brunswick & 6th,40.726011729646245,-74.0503889322281,173
445,9,Brunswick St,40.7241765,-74.05065640000002,130
446,9,Christ Hospital,40.734785818,-74.050443636,46
447,9,City Hall,40.7177325,-74.04384499999998,167
448,9,Columbus Dr at Exchange Pl,40.71687,-74.03281,99
449,9,Columbus Drive,40.71835519823214,-74.03891444206238,127
450,9,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,41
451,9,Dey St,40.737711,-74.066921,36
452,9,Dixon Mills,40.72163014263835,-74.04996782541275,113
453,9,Essex Light Rail,40.71277420000001,-74.03648570000001,105
454,9,Fairmount Ave,40.72572613742557,-74.07195925712584,80
455,9,Glenwood Ave,40.72755146730012,-74.07106071710588,52
456,9,Grand St,40.71517767732029,-74.03768330812454,75
457,9,Grove St PATH,40.71958611647166,-74.0431174635887,278
458,9,Hamilton Park,40.727595965999996,-74.044247311,420
459,9,Harborside,40.71925170000001,-74.034234,181
460,9,Heights Elevator,40.748715945380226,-74.04044330120088,37
461,9,Hilltop,40.7311689,-74.0575736,69
462,9,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,77
463,9,JC Medical Center,40.71653978099194,-74.0496379137039,171
464,9,Jackson Square,40.71113,-74.0789,33
465,9,Jersey & 3rd,40.723331586464354,-74.04595255851744,153
466,9,Jersey & 6th St,40.72528910781132,-74.04557168483734,221
467,9,Journal Square,40.73367,-74.0625,68
468,9,Lafayette Park,40.71346382669195,-74.06285852193831,97
469,9,Leonard Gordon Park,40.74590996631558,-74.05727148056029,31
470,9,Liberty Light Rail,40.7112423,-74.0557013,312
471,9,Lincoln Park,40.7246050998869,-74.07840594649316,130
472,9,Manila & 1st,40.72165072487999,-74.04288411140442,85
473,9,Marin Light Rail,40.71458403535893,-74.04281705617905,304
474,9,McGinley Square,40.7253399253558,-74.06762212514876,96
